,((p*n)*(p*n)),((p*n)*n),((p*n)*x),((p*n)+n),((p*n)+x),((p*n)-n),((p*n)-x),(1+p),(1-p),(n*n),(n*x),(n+x),(n-(p*n)),(n-x),(p*n),(x*x),(x-(p*n)),(x-n),expected_post,n,p,post-init,x
92,612.56,618.75,0.0,49.75,24.75,-0.25,24.75,1.99,0.01,625,0,25,0.25,25,24.75,0,-24.75,-25,321.8666666666667,25,0.989999995710804,321.8666666666667,0
93,0.98,0.99,0.0,1.99,0.99,-0.01,0.99,1.99,0.01,1,0,1,0.01,1,0.99,0,-0.99,-1,0.9873333333333333,1,0.99,0.9873333333333333,0
94,612.56,618.75,0.0,49.75,24.75,-0.25,24.75,1.99,0.01,625,0,25,0.25,25,24.75,0,-24.75,-25,322.05333333333334,25,0.99,322.05333333333334,0
95,0.98,0.99,24.75,1.99,25.99,-0.01,-24.01,1.99,0.01,1,25,26,0.01,-24,0.99,625,24.01,24,25.993333333333332,1,0.99,0.9933333333333323,25
96,0.0,0.04,0.0,2.02,0.02,-1.98,0.02,1.01,0.99,4,0,2,1.98,2,0.02,0,-0.02,-2,0.02666666666666667,2,0.01,0.02666666666666667,0
97,0.98,0.99,24.75,1.99,25.99,-0.01,-24.01,1.99,0.01,1,25,26,0.01,-24,0.99,625,24.01,24,25.984666666666666,1,0.99,0.9846666666666657,25
98,0.06,6.25,0.0,25.25,0.25,-24.75,0.25,1.01,0.99,625,0,25,24.75,25,0.25,0,-0.25,-25,3.582,25,0.01,3.582,0
99,0.98,0.99,0.0,1.99,0.99,-0.01,0.99,1.99,0.01,1,0,1,0.01,1,0.99,0,-0.99,-1,0.9926666666666667,1,0.99,0.9926666666666667,0
100,612.56,618.75,0.0,49.75,24.75,-0.25,24.75,1.99,0.01,625,0,25,0.25,25,24.75,0,-24.75,-25,321.5946666666667,25,0.99,321.5946666666667,0
101,612.56,618.75,0.0,49.75,24.75,-0.25,24.75,1.99,0.01,625,0,25,0.25,25,24.75,0,-24.75,-25,322.14733333333334,25,0.99,322.14733333333334,0
102,612.56,618.75,222.75,49.75,33.75,-0.25,15.75,1.99,0.01,625,225,34,0.25,16,24.75,81,-15.75,-16,330.89866666666666,25,0.9899999999984233,321.89866666666666,9
103,612.56,618.75,222.75,49.75,33.75,-0.25,15.75,1.99,0.01,625,225,34,0.25,16,24.75,81,-15.75,-16,330.526,25,0.99,321.526,9
104,0.98,0.99,0.0,1.99,0.99,-0.01,0.99,1.99,0.01,1,0,1,0.01,1,0.99,0,-0.99,-1,0.9906666666666667,1,0.99,0.9906666666666667,0
105,612.56,618.75,222.75,49.75,33.75,-0.25,15.75,1.99,0.01,625,225,34,0.25,16,24.75,81,-15.75,-16,330.59133333333335,25,0.99,321.59133333333335,9
106,220.52,222.75,0.0,29.85,14.85,-0.15,14.85,1.99,0.01,225,0,15,0.15,15,14.85,0,-14.85,-15,118.778,15,0.99,118.778,0
107,612.56,618.75,222.75,49.75,33.75,-0.25,15.75,1.99,0.01,625,225,34,0.25,16,24.75,81,-15.75,-16,330.814,25,0.99,321.814,9
108,612.56,618.75,618.75,49.75,49.75,-0.25,-0.25,1.99,0.01,625,625,50,0.25,0,24.75,625,0.25,0,346.44466666666665,25,0.99,321.44466666666665,25
109,612.56,618.75,0.0,49.75,24.75,-0.25,24.75,1.99,0.01,625,0,25,0.25,25,24.75,0,-24.75,-25,321.27866666666665,25,0.99,321.27866666666665,0
110,220.52,222.75,0.0,29.85,14.85,-0.15,14.85,1.99,0.01,225,0,15,0.15,15,14.85,0,-14.85,-15,118.858,15,0.99,118.858,0
111,115.04,268.14,96.53,35.73,19.73,-14.27,1.73,1.43,0.57,625,225,34,14.27,16,10.73,81,-1.73,-16,149.02133333333333,25,0.4290294279645835,140.02133333333333,9
112,0.01,1.0,2.5,10.1,25.1,-9.9,-24.9,1.01,0.99,100,250,35,9.9,-15,0.1,625,24.9,15,25.531333333333333,10,0.010000000275379495,0.5313333333333325,25
113,0.06,6.25,2.25,25.25,9.25,-24.75,-8.75,1.01,0.99,625,225,34,24.75,16,0.25,81,8.75,-16,12.371333333333334,25,0.01,3.371333333333334,9
114,0.06,6.25,6.25,25.25,25.25,-24.75,-24.75,1.01,0.99,625,625,50,24.75,0,0.25,625,24.75,0,27.8,25,0.01,2.8000000000000007,25
115,0.0,0.01,0.0,1.01,0.01,-0.99,0.01,1.01,0.99,1,0,1,0.99,1,0.01,0,-0.01,-1,0.010666666666666666,1,0.01,0.010666666666666666,0
116,0.98,0.99,0.0,1.99,0.99,-0.01,0.99,1.99,0.01,1,0,1,0.01,1,0.99,0,-0.99,-1,0.9933333333333333,1,0.99,0.9933333333333333,0
117,0.98,0.99,0.0,1.99,0.99,-0.01,0.99,1.99,0.01,1,0,1,0.01,1,0.99,0,-0.99,-1,0.9893333333333333,1,0.99,0.9893333333333333,0
118,3.92,3.96,0.0,3.98,1.98,-0.02,1.98,1.99,0.01,4,0,2,0.02,2,1.98,0,-1.98,-2,2.972,2,0.99,2.972,0
119,612.56,618.75,544.5,49.75,46.75,-0.25,2.75,1.99,0.01,625,550,47,0.25,3,24.75,484,-2.75,-3,343.874,25,0.99,321.874,22
120,35.28,35.64,0.0,11.94,5.94,-0.06,5.94,1.99,0.01,36,0,6,0.06,6,5.94,0,-5.94,-6,20.776666666666667,6,0.99,20.776666666666667,0
121,612.56,618.75,0.0,49.75,24.75,-0.25,24.75,1.99,0.01,625,0,25,0.25,25,24.75,0,-24.75,-25,321.8833333333333,25,0.99,321.8833333333333,0
122,48.02,48.51,41.58,13.93,12.93,-0.07,0.93,1.99,0.01,49,42,13,0.07,1,6.93,36,-0.93,-1,33.724,7,0.99,27.723999999999997,6
123,48.02,48.51,0.0,13.93,6.93,-0.07,6.93,1.99,0.01,49,0,7,0.07,7,6.93,0,-6.93,-7,27.735333333333333,7,0.99,27.735333333333333,0
124,0.0,0.01,0.0,1.01,0.01,-0.99,0.01,1.01,0.99,1,0,1,0.99,1,0.01,0,-0.01,-1,0.007333333333333333,1,0.01,0.007333333333333333,0
125,612.56,618.75,0.0,49.75,24.75,-0.25,24.75,1.99,0.01,625,0,25,0.25,25,24.75,0,-24.75,-25,321.8666666666667,25,0.989999995710804,321.8666666666667,0
126,0.98,0.99,0.0,1.99,0.99,-0.01,0.99,1.99,0.01,1,0,1,0.01,1,0.99,0,-0.99,-1,0.9873333333333333,1,0.99,0.9873333333333333,0
127,612.56,618.75,0.0,49.75,24.75,-0.25,24.75,1.99,0.01,625,0,25,0.25,25,24.75,0,-24.75,-25,322.05333333333334,25,0.99,322.05333333333334,0
128,0.98,0.99,24.75,1.99,25.99,-0.01,-24.01,1.99,0.01,1,25,26,0.01,-24,0.99,625,24.01,24,25.993333333333332,1,0.99,0.9933333333333323,25
129,0.0,0.04,0.0,2.02,0.02,-1.98,0.02,1.01,0.99,4,0,2,1.98,2,0.02,0,-0.02,-2,0.02666666666666667,2,0.01,0.02666666666666667,0
130,0.98,0.99,24.75,1.99,25.99,-0.01,-24.01,1.99,0.01,1,25,26,0.01,-24,0.99,625,24.01,24,25.984666666666666,1,0.99,0.9846666666666657,25
131,0.06,6.25,0.0,25.25,0.25,-24.75,0.25,1.01,0.99,625,0,25,24.75,25,0.25,0,-0.25,-25,3.582,25,0.01,3.582,0
132,0.98,0.99,0.0,1.99,0.99,-0.01,0.99,1.99,0.01,1,0,1,0.01,1,0.99,0,-0.99,-1,0.9926666666666667,1,0.99,0.9926666666666667,0
133,612.56,618.75,0.0,49.75,24.75,-0.25,24.75,1.99,0.01,625,0,25,0.25,25,24.75,0,-24.75,-25,321.5946666666667,25,0.99,321.5946666666667,0
134,612.56,618.75,0.0,49.75,24.75,-0.25,24.75,1.99,0.01,625,0,25,0.25,25,24.75,0,-24.75,-25,322.14733333333334,25,0.99,322.14733333333334,0
135,612.56,618.75,222.75,49.75,33.75,-0.25,15.75,1.99,0.01,625,225,34,0.25,16,24.75,81,-15.75,-16,330.89866666666666,25,0.9899999999984233,321.89866666666666,9
136,612.56,618.75,222.75,49.75,33.75,-0.25,15.75,1.99,0.01,625,225,34,0.25,16,24.75,81,-15.75,-16,330.526,25,0.99,321.526,9
137,0.98,0.99,0.0,1.99,0.99,-0.01,0.99,1.99,0.01,1,0,1,0.01,1,0.99,0,-0.99,-1,0.9906666666666667,1,0.99,0.9906666666666667,0
138,612.56,618.75,222.75,49.75,33.75,-0.25,15.75,1.99,0.01,625,225,34,0.25,16,24.75,81,-15.75,-16,330.59133333333335,25,0.99,321.59133333333335,9
139,220.52,222.75,0.0,29.85,14.85,-0.15,14.85,1.99,0.01,225,0,15,0.15,15,14.85,0,-14.85,-15,118.778,15,0.99,118.778,0
140,612.56,618.75,222.75,49.75,33.75,-0.25,15.75,1.99,0.01,625,225,34,0.25,16,24.75,81,-15.75,-16,330.814,25,0.99,321.814,9
141,612.56,618.75,618.75,49.75,49.75,-0.25,-0.25,1.99,0.01,625,625,50,0.25,0,24.75,625,0.25,0,346.44466666666665,25,0.99,321.44466666666665,25
142,612.56,618.75,0.0,49.75,24.75,-0.25,24.75,1.99,0.01,625,0,25,0.25,25,24.75,0,-24.75,-25,321.27866666666665,25,0.99,321.27866666666665,0
143,220.52,222.75,0.0,29.85,14.85,-0.15,14.85,1.99,0.01,225,0,15,0.15,15,14.85,0,-14.85,-15,118.858,15,0.99,118.858,0
144,115.04,268.14,96.53,35.73,19.73,-14.27,1.73,1.43,0.57,625,225,34,14.27,16,10.73,81,-1.73,-16,149.02133333333333,25,0.4290294279645835,140.02133333333333,9
145,0.01,1.0,2.5,10.1,25.1,-9.9,-24.9,1.01,0.99,100,250,35,9.9,-15,0.1,625,24.9,15,25.531333333333333,10,0.010000000275379495,0.5313333333333325,25
146,0.06,6.25,2.25,25.25,9.25,-24.75,-8.75,1.01,0.99,625,225,34,24.75,16,0.25,81,8.75,-16,12.371333333333334,25,0.01,3.371333333333334,9
147,0.06,6.25,6.25,25.25,25.25,-24.75,-24.75,1.01,0.99,625,625,50,24.75,0,0.25,625,24.75,0,27.8,25,0.01,2.8000000000000007,25
148,0.0,0.01,0.0,1.01,0.01,-0.99,0.01,1.01,0.99,1,0,1,0.99,1,0.01,0,-0.01,-1,0.010666666666666666,1,0.01,0.010666666666666666,0
149,0.98,0.99,0.0,1.99,0.99,-0.01,0.99,1.99,0.01,1,0,1,0.01,1,0.99,0,-0.99,-1,0.9933333333333333,1,0.99,0.9933333333333333,0
150,0.98,0.99,0.0,1.99,0.99,-0.01,0.99,1.99,0.01,1,0,1,0.01,1,0.99,0,-0.99,-1,0.9893333333333333,1,0.99,0.9893333333333333,0
151,3.92,3.96,0.0,3.98,1.98,-0.02,1.98,1.99,0.01,4,0,2,0.02,2,1.98,0,-1.98,-2,2.972,2,0.99,2.972,0
152,612.56,618.75,544.5,49.75,46.75,-0.25,2.75,1.99,0.01,625,550,47,0.25,3,24.75,484,-2.75,-3,343.874,25,0.99,321.874,22
153,35.28,35.64,0.0,11.94,5.94,-0.06,5.94,1.99,0.01,36,0,6,0.06,6,5.94,0,-5.94,-6,20.776666666666667,6,0.99,20.776666666666667,0
154,612.56,618.75,0.0,49.75,24.75,-0.25,24.75,1.99,0.01,625,0,25,0.25,25,24.75,0,-24.75,-25,321.8833333333333,25,0.99,321.8833333333333,0
155,48.02,48.51,41.58,13.93,12.93,-0.07,0.93,1.99,0.01,49,42,13,0.07,1,6.93,36,-0.93,-1,33.724,7,0.99,27.723999999999997,6
156,48.02,48.51,0.0,13.93,6.93,-0.07,6.93,1.99,0.01,49,0,7,0.07,7,6.93,0,-6.93,-7,27.735333333333333,7,0.99,27.735333333333333,0
157,0.0,0.01,0.0,1.01,0.01,-0.99,0.01,1.01,0.99,1,0,1,0.99,1,0.01,0,-0.01,-1,0.007333333333333333,1,0.01,0.007333333333333333,0
158,612.56,618.75,0.0,49.75,24.75,-0.25,24.75,1.99,0.01,625,0,25,0.25,25,24.75,0,-24.75,-25,321.8666666666667,25,0.989999995710804,321.8666666666667,0
159,0.98,0.99,0.0,1.99,0.99,-0.01,0.99,1.99,0.01,1,0,1,0.01,1,0.99,0,-0.99,-1,0.9873333333333333,1,0.99,0.9873333333333333,0
160,612.56,618.75,0.0,49.75,24.75,-0.25,24.75,1.99,0.01,625,0,25,0.25,25,24.75,0,-24.75,-25,322.05333333333334,25,0.99,322.05333333333334,0
161,0.98,0.99,24.75,1.99,25.99,-0.01,-24.01,1.99,0.01,1,25,26,0.01,-24,0.99,625,24.01,24,25.993333333333332,1,0.99,0.9933333333333323,25
162,0.0,0.04,0.0,2.02,0.02,-1.98,0.02,1.01,0.99,4,0,2,1.98,2,0.02,0,-0.02,-2,0.02666666666666667,2,0.01,0.02666666666666667,0
163,0.98,0.99,24.75,1.99,25.99,-0.01,-24.01,1.99,0.01,1,25,26,0.01,-24,0.99,625,24.01,24,25.984666666666666,1,0.99,0.9846666666666657,25
164,0.06,6.25,0.0,25.25,0.25,-24.75,0.25,1.01,0.99,625,0,25,24.75,25,0.25,0,-0.25,-25,3.582,25,0.01,3.582,0
165,0.98,0.99,0.0,1.99,0.99,-0.01,0.99,1.99,0.01,1,0,1,0.01,1,0.99,0,-0.99,-1,0.9926666666666667,1,0.99,0.9926666666666667,0
166,612.56,618.75,0.0,49.75,24.75,-0.25,24.75,1.99,0.01,625,0,25,0.25,25,24.75,0,-24.75,-25,321.5946666666667,25,0.99,321.5946666666667,0
167,612.56,618.75,0.0,49.75,24.75,-0.25,24.75,1.99,0.01,625,0,25,0.25,25,24.75,0,-24.75,-25,322.14733333333334,25,0.99,322.14733333333334,0
168,612.56,618.75,222.75,49.75,33.75,-0.25,15.75,1.99,0.01,625,225,34,0.25,16,24.75,81,-15.75,-16,330.89866666666666,25,0.9899999999984233,321.89866666666666,9
169,612.56,618.75,222.75,49.75,33.75,-0.25,15.75,1.99,0.01,625,225,34,0.25,16,24.75,81,-15.75,-16,330.526,25,0.99,321.526,9
170,0.98,0.99,0.0,1.99,0.99,-0.01,0.99,1.99,0.01,1,0,1,0.01,1,0.99,0,-0.99,-1,0.9906666666666667,1,0.99,0.9906666666666667,0
171,612.56,618.75,222.75,49.75,33.75,-0.25,15.75,1.99,0.01,625,225,34,0.25,16,24.75,81,-15.75,-16,330.59133333333335,25,0.99,321.59133333333335,9
172,220.52,222.75,0.0,29.85,14.85,-0.15,14.85,1.99,0.01,225,0,15,0.15,15,14.85,0,-14.85,-15,118.778,15,0.99,118.778,0
173,612.56,618.75,222.75,49.75,33.75,-0.25,15.75,1.99,0.01,625,225,34,0.25,16,24.75,81,-15.75,-16,330.814,25,0.99,321.814,9
174,612.56,618.75,618.75,49.75,49.75,-0.25,-0.25,1.99,0.01,625,625,50,0.25,0,24.75,625,0.25,0,346.44466666666665,25,0.99,321.44466666666665,25
175,612.56,618.75,0.0,49.75,24.75,-0.25,24.75,1.99,0.01,625,0,25,0.25,25,24.75,0,-24.75,-25,321.27866666666665,25,0.99,321.27866666666665,0
176,220.52,222.75,0.0,29.85,14.85,-0.15,14.85,1.99,0.01,225,0,15,0.15,15,14.85,0,-14.85,-15,118.858,15,0.99,118.858,0
177,115.04,268.14,96.53,35.73,19.73,-14.27,1.73,1.43,0.57,625,225,34,14.27,16,10.73,81,-1.73,-16,149.02133333333333,25,0.4290294279645835,140.02133333333333,9
178,0.01,1.0,2.5,10.1,25.1,-9.9,-24.9,1.01,0.99,100,250,35,9.9,-15,0.1,625,24.9,15,25.531333333333333,10,0.010000000275379495,0.5313333333333325,25
179,0.06,6.25,2.25,25.25,9.25,-24.75,-8.75,1.01,0.99,625,225,34,24.75,16,0.25,81,8.75,-16,12.371333333333334,25,0.01,3.371333333333334,9
180,0.06,6.25,6.25,25.25,25.25,-24.75,-24.75,1.01,0.99,625,625,50,24.75,0,0.25,625,24.75,0,27.8,25,0.01,2.8000000000000007,25
181,0.0,0.01,0.0,1.01,0.01,-0.99,0.01,1.01,0.99,1,0,1,0.99,1,0.01,0,-0.01,-1,0.010666666666666666,1,0.01,0.010666666666666666,0
182,0.98,0.99,0.0,1.99,0.99,-0.01,0.99,1.99,0.01,1,0,1,0.01,1,0.99,0,-0.99,-1,0.9933333333333333,1,0.99,0.9933333333333333,0
183,0.98,0.99,0.0,1.99,0.99,-0.01,0.99,1.99,0.01,1,0,1,0.01,1,0.99,0,-0.99,-1,0.9893333333333333,1,0.99,0.9893333333333333,0
184,3.92,3.96,0.0,3.98,1.98,-0.02,1.98,1.99,0.01,4,0,2,0.02,2,1.98,0,-1.98,-2,2.972,2,0.99,2.972,0
185,612.56,618.75,544.5,49.75,46.75,-0.25,2.75,1.99,0.01,625,550,47,0.25,3,24.75,484,-2.75,-3,343.874,25,0.99,321.874,22
186,35.28,35.64,0.0,11.94,5.94,-0.06,5.94,1.99,0.01,36,0,6,0.06,6,5.94,0,-5.94,-6,20.776666666666667,6,0.99,20.776666666666667,0
187,612.56,618.75,0.0,49.75,24.75,-0.25,24.75,1.99,0.01,625,0,25,0.25,25,24.75,0,-24.75,-25,321.8833333333333,25,0.99,321.8833333333333,0
188,48.02,48.51,41.58,13.93,12.93,-0.07,0.93,1.99,0.01,49,42,13,0.07,1,6.93,36,-0.93,-1,33.724,7,0.99,27.723999999999997,6
189,48.02,48.51,0.0,13.93,6.93,-0.07,6.93,1.99,0.01,49,0,7,0.07,7,6.93,0,-6.93,-7,27.735333333333333,7,0.99,27.735333333333333,0
190,0.0,0.01,0.0,1.01,0.01,-0.99,0.01,1.01,0.99,1,0,1,0.99,1,0.01,0,-0.01,-1,0.007333333333333333,1,0.01,0.007333333333333333,0
191,612.56,618.75,0.0,49.75,24.75,-0.25,24.75,1.99,0.01,625,0,25,0.25,25,24.75,0,-24.75,-25,321.8666666666667,25,0.989999995710804,321.8666666666667,0
192,0.98,0.99,0.0,1.99,0.99,-0.01,0.99,1.99,0.01,1,0,1,0.01,1,0.99,0,-0.99,-1,0.9873333333333333,1,0.99,0.9873333333333333,0
193,612.56,618.75,0.0,49.75,24.75,-0.25,24.75,1.99,0.01,625,0,25,0.25,25,24.75,0,-24.75,-25,322.05333333333334,25,0.99,322.05333333333334,0
194,0.98,0.99,24.75,1.99,25.99,-0.01,-24.01,1.99,0.01,1,25,26,0.01,-24,0.99,625,24.01,24,25.993333333333332,1,0.99,0.9933333333333323,25
195,0.0,0.04,0.0,2.02,0.02,-1.98,0.02,1.01,0.99,4,0,2,1.98,2,0.02,0,-0.02,-2,0.02666666666666667,2,0.01,0.02666666666666667,0
196,0.98,0.99,24.75,1.99,25.99,-0.01,-24.01,1.99,0.01,1,25,26,0.01,-24,0.99,625,24.01,24,25.984666666666666,1,0.99,0.9846666666666657,25
197,0.06,6.25,0.0,25.25,0.25,-24.75,0.25,1.01,0.99,625,0,25,24.75,25,0.25,0,-0.25,-25,3.582,25,0.01,3.582,0
198,0.98,0.99,0.0,1.99,0.99,-0.01,0.99,1.99,0.01,1,0,1,0.01,1,0.99,0,-0.99,-1,0.9926666666666667,1,0.99,0.9926666666666667,0
199,612.56,618.75,0.0,49.75,24.75,-0.25,24.75,1.99,0.01,625,0,25,0.25,25,24.75,0,-24.75,-25,321.5946666666667,25,0.99,321.5946666666667,0
200,612.56,618.75,0.0,49.75,24.75,-0.25,24.75,1.99,0.01,625,0,25,0.25,25,24.75,0,-24.75,-25,322.14733333333334,25,0.99,322.14733333333334,0
201,612.56,618.75,222.75,49.75,33.75,-0.25,15.75,1.99,0.01,625,225,34,0.25,16,24.75,81,-15.75,-16,330.89866666666666,25,0.9899999999984233,321.89866666666666,9
202,612.56,618.75,222.75,49.75,33.75,-0.25,15.75,1.99,0.01,625,225,34,0.25,16,24.75,81,-15.75,-16,330.526,25,0.99,321.526,9
203,0.98,0.99,0.0,1.99,0.99,-0.01,0.99,1.99,0.01,1,0,1,0.01,1,0.99,0,-0.99,-1,0.9906666666666667,1,0.99,0.9906666666666667,0
204,612.56,618.75,222.75,49.75,33.75,-0.25,15.75,1.99,0.01,625,225,34,0.25,16,24.75,81,-15.75,-16,330.59133333333335,25,0.99,321.59133333333335,9
205,220.52,222.75,0.0,29.85,14.85,-0.15,14.85,1.99,0.01,225,0,15,0.15,15,14.85,0,-14.85,-15,118.778,15,0.99,118.778,0
206,612.56,618.75,222.75,49.75,33.75,-0.25,15.75,1.99,0.01,625,225,34,0.25,16,24.75,81,-15.75,-16,330.814,25,0.99,321.814,9
207,612.56,618.75,618.75,49.75,49.75,-0.25,-0.25,1.99,0.01,625,625,50,0.25,0,24.75,625,0.25,0,346.44466666666665,25,0.99,321.44466666666665,25
208,612.56,618.75,0.0,49.75,24.75,-0.25,24.75,1.99,0.01,625,0,25,0.25,25,24.75,0,-24.75,-25,321.27866666666665,25,0.99,321.27866666666665,0
209,220.52,222.75,0.0,29.85,14.85,-0.15,14.85,1.99,0.01,225,0,15,0.15,15,14.85,0,-14.85,-15,118.858,15,0.99,118.858,0
210,115.04,268.14,96.53,35.73,19.73,-14.27,1.73,1.43,0.57,625,225,34,14.27,16,10.73,81,-1.73,-16,149.02133333333333,25,0.4290294279645835,140.02133333333333,9
211,0.01,1.0,2.5,10.1,25.1,-9.9,-24.9,1.01,0.99,100,250,35,9.9,-15,0.1,625,24.9,15,25.531333333333333,10,0.010000000275379495,0.5313333333333325,25
212,0.06,6.25,2.25,25.25,9.25,-24.75,-8.75,1.01,0.99,625,225,34,24.75,16,0.25,81,8.75,-16,12.371333333333334,25,0.01,3.371333333333334,9
213,0.06,6.25,6.25,25.25,25.25,-24.75,-24.75,1.01,0.99,625,625,50,24.75,0,0.25,625,24.75,0,27.8,25,0.01,2.8000000000000007,25
214,0.0,0.01,0.0,1.01,0.01,-0.99,0.01,1.01,0.99,1,0,1,0.99,1,0.01,0,-0.01,-1,0.010666666666666666,1,0.01,0.010666666666666666,0
215,0.98,0.99,0.0,1.99,0.99,-0.01,0.99,1.99,0.01,1,0,1,0.01,1,0.99,0,-0.99,-1,0.9933333333333333,1,0.99,0.9933333333333333,0
216,0.98,0.99,0.0,1.99,0.99,-0.01,0.99,1.99,0.01,1,0,1,0.01,1,0.99,0,-0.99,-1,0.9893333333333333,1,0.99,0.9893333333333333,0
217,3.92,3.96,0.0,3.98,1.98,-0.02,1.98,1.99,0.01,4,0,2,0.02,2,1.98,0,-1.98,-2,2.972,2,0.99,2.972,0
218,612.56,618.75,544.5,49.75,46.75,-0.25,2.75,1.99,0.01,625,550,47,0.25,3,24.75,484,-2.75,-3,343.874,25,0.99,321.874,22
219,35.28,35.64,0.0,11.94,5.94,-0.06,5.94,1.99,0.01,36,0,6,0.06,6,5.94,0,-5.94,-6,20.776666666666667,6,0.99,20.776666666666667,0
220,612.56,618.75,0.0,49.75,24.75,-0.25,24.75,1.99,0.01,625,0,25,0.25,25,24.75,0,-24.75,-25,321.8833333333333,25,0.99,321.8833333333333,0
221,48.02,48.51,41.58,13.93,12.93,-0.07,0.93,1.99,0.01,49,42,13,0.07,1,6.93,36,-0.93,-1,33.724,7,0.99,27.723999999999997,6
222,48.02,48.51,0.0,13.93,6.93,-0.07,6.93,1.99,0.01,49,0,7,0.07,7,6.93,0,-6.93,-7,27.735333333333333,7,0.99,27.735333333333333,0
223,0.0,0.01,0.0,1.01,0.01,-0.99,0.01,1.01,0.99,1,0,1,0.99,1,0.01,0,-0.01,-1,0.007333333333333333,1,0.01,0.007333333333333333,0
224,612.56,618.75,0.0,49.75,24.75,-0.25,24.75,1.99,0.01,625,0,25,0.25,25,24.75,0,-24.75,-25,321.8666666666667,25,0.989999995710804,321.8666666666667,0
225,0.98,0.99,0.0,1.99,0.99,-0.01,0.99,1.99,0.01,1,0,1,0.01,1,0.99,0,-0.99,-1,0.9873333333333333,1,0.99,0.9873333333333333,0
226,612.56,618.75,0.0,49.75,24.75,-0.25,24.75,1.99,0.01,625,0,25,0.25,25,24.75,0,-24.75,-25,322.05333333333334,25,0.99,322.05333333333334,0
227,0.98,0.99,24.75,1.99,25.99,-0.01,-24.01,1.99,0.01,1,25,26,0.01,-24,0.99,625,24.01,24,25.993333333333332,1,0.99,0.9933333333333323,25
228,0.0,0.04,0.0,2.02,0.02,-1.98,0.02,1.01,0.99,4,0,2,1.98,2,0.02,0,-0.02,-2,0.02666666666666667,2,0.01,0.02666666666666667,0
229,0.98,0.99,24.75,1.99,25.99,-0.01,-24.01,1.99,0.01,1,25,26,0.01,-24,0.99,625,24.01,24,25.984666666666666,1,0.99,0.9846666666666657,25
230,0.06,6.25,0.0,25.25,0.25,-24.75,0.25,1.01,0.99,625,0,25,24.75,25,0.25,0,-0.25,-25,3.582,25,0.01,3.582,0
231,0.98,0.99,0.0,1.99,0.99,-0.01,0.99,1.99,0.01,1,0,1,0.01,1,0.99,0,-0.99,-1,0.9926666666666667,1,0.99,0.9926666666666667,0
232,612.56,618.75,0.0,49.75,24.75,-0.25,24.75,1.99,0.01,625,0,25,0.25,25,24.75,0,-24.75,-25,321.5946666666667,25,0.99,321.5946666666667,0
233,612.56,618.75,0.0,49.75,24.75,-0.25,24.75,1.99,0.01,625,0,25,0.25,25,24.75,0,-24.75,-25,322.14733333333334,25,0.99,322.14733333333334,0
234,612.56,618.75,222.75,49.75,33.75,-0.25,15.75,1.99,0.01,625,225,34,0.25,16,24.75,81,-15.75,-16,330.89866666666666,25,0.9899999999984233,321.89866666666666,9
235,612.56,618.75,222.75,49.75,33.75,-0.25,15.75,1.99,0.01,625,225,34,0.25,16,24.75,81,-15.75,-16,330.526,25,0.99,321.526,9
236,0.98,0.99,0.0,1.99,0.99,-0.01,0.99,1.99,0.01,1,0,1,0.01,1,0.99,0,-0.99,-1,0.9906666666666667,1,0.99,0.9906666666666667,0
237,612.56,618.75,222.75,49.75,33.75,-0.25,15.75,1.99,0.01,625,225,34,0.25,16,24.75,81,-15.75,-16,330.59133333333335,25,0.99,321.59133333333335,9
238,220.52,222.75,0.0,29.85,14.85,-0.15,14.85,1.99,0.01,225,0,15,0.15,15,14.85,0,-14.85,-15,118.778,15,0.99,118.778,0
239,612.56,618.75,222.75,49.75,33.75,-0.25,15.75,1.99,0.01,625,225,34,0.25,16,24.75,81,-15.75,-16,330.814,25,0.99,321.814,9
240,612.56,618.75,618.75,49.75,49.75,-0.25,-0.25,1.99,0.01,625,625,50,0.25,0,24.75,625,0.25,0,346.44466666666665,25,0.99,321.44466666666665,25
241,612.56,618.75,0.0,49.75,24.75,-0.25,24.75,1.99,0.01,625,0,25,0.25,25,24.75,0,-24.75,-25,321.27866666666665,25,0.99,321.27866666666665,0
242,220.52,222.75,0.0,29.85,14.85,-0.15,14.85,1.99,0.01,225,0,15,0.15,15,14.85,0,-14.85,-15,118.858,15,0.99,118.858,0
243,115.04,268.14,96.53,35.73,19.73,-14.27,1.73,1.43,0.57,625,225,34,14.27,16,10.73,81,-1.73,-16,149.02133333333333,25,0.4290294279645835,140.02133333333333,9
244,0.01,1.0,2.5,10.1,25.1,-9.9,-24.9,1.01,0.99,100,250,35,9.9,-15,0.1,625,24.9,15,25.531333333333333,10,0.010000000275379495,0.5313333333333325,25
245,0.06,6.25,2.25,25.25,9.25,-24.75,-8.75,1.01,0.99,625,225,34,24.75,16,0.25,81,8.75,-16,12.371333333333334,25,0.01,3.371333333333334,9
246,0.06,6.25,6.25,25.25,25.25,-24.75,-24.75,1.01,0.99,625,625,50,24.75,0,0.25,625,24.75,0,27.8,25,0.01,2.8000000000000007,25
247,0.0,0.01,0.0,1.01,0.01,-0.99,0.01,1.01,0.99,1,0,1,0.99,1,0.01,0,-0.01,-1,0.010666666666666666,1,0.01,0.010666666666666666,0
248,0.98,0.99,0.0,1.99,0.99,-0.01,0.99,1.99,0.01,1,0,1,0.01,1,0.99,0,-0.99,-1,0.9933333333333333,1,0.99,0.9933333333333333,0
